,time,COP,operation_num,running_time
0,2020-01-06 13:52:22,4.151654110710779,0,3
1,2020-01-06 13:55:22,3.7145805222636694,0,3
2,2020-01-06 13:58:22,3.591987105687311,0,3
3,2020-01-06 14:01:22,3.4166932143994893,0,3
4,2020-01-06 14:04:22,4.271991911021236,0,3
5,2020-01-06 14:07:22,4.166324266579014,0,3
6,2020-01-06 14:10:23,4.065757818765032,0,3
7,2020-01-06 14:13:25,3.9433771486349816,0,3
8,2020-01-06 14:16:24,3.545185970759789,0,3
9,2020-01-06 14:32:23,3.6038811027260107,0,3
10,2020-01-06 14:35:24,3.2497538065298075,0,3
11,2020-01-06 14:44:24,4.108257029414144,0,3
12,2020-01-06 14:47:24,3.7019458946369226,0,3
13,2020-01-06 14:50:24,3.627906976744184,0,3
14,2020-01-06 15:05:29,3.676932746700192,0,3
15,2020-01-06 15:08:29,3.2710636675562323,0,3
16,2020-01-06 15:11:29,3.452160618009173,0,3
17,2020-01-06 15:17:32,4.18109846610589,0,3
18,2020-01-06 15:21:18,3.7019458946369284,0,3
19,2020-01-06 15:24:18,3.3145329521749254,0,3
20,2020-01-06 15:27:18,3.3819471817106868,0,3
21,2020-01-06 15:30:18,4.287526427061313,0,3
22,2020-01-06 15:36:19,3.75300721732157,0,3
23,2020-01-06 15:39:19,3.347900733572654,0,3
24,2020-01-06 15:42:19,2.963976288189694,0,3
25,2020-01-06 15:45:20,3.5378525482434426,0,3
26,2020-01-06 15:51:22,4.151654110710773,0,3
27,2020-01-06 15:54:22,3.68939692550256,0,3
28,2020-01-06 15:57:23,3.2926548468800356,0,3
29,2020-01-06 16:00:23,3.3591731266149862,0,3
30,2020-01-06 16:03:24,3.9721609234425372,0,3
31,2020-01-06 16:06:24,3.8458377845344707,0,3
32,2020-01-06 16:09:26,3.4166932143994893,0,3
33,2020-01-06 16:12:26,3.3145329521749196,0,3
34,2020-01-06 16:15:26,3.05379375146817,0,3
35,2020-01-06 16:18:26,3.929141130047853,0,3
36,2020-01-06 16:22:22,4.181098466105884,0,3
37,2020-01-06 16:25:22,3.7401102853032824,0,3
38,2020-01-06 16:28:22,3.3367037411526788,0,3
39,2020-01-06 16:31:22,2.973694243232939,0,3
40,2020-01-06 16:34:23,3.91500752886063,0,3
41,2020-01-06 16:37:24,4.181098466105884,0,3
42,2020-01-06 16:40:24,3.7790697674418583,0,3
43,2020-01-06 16:49:25,2.8050827139774643,0,3
44,2020-01-06 16:52:25,4.001367989056085,0,3
45,2020-01-06 16:55:26,3.873210295456424,0,3
46,2020-01-06 16:58:25,3.452160618009173,0,3
47,2020-01-06 17:01:26,3.043546121429686,0,3
48,2020-01-06 17:04:26,3.013211774704473,0,3
49,2020-01-06 17:07:27,2.748414376321354,0,3
50,2020-01-06 17:13:28,3.8458377845344707,0,3
51,2020-01-06 17:16:29,3.765993401464551,0,3
52,2020-01-06 17:19:30,3.3591731266149862,0,3
53,2020-01-06 17:23:29,2.963976288189694,0,3
54,2020-01-06 17:26:29,3.929141130047853,0,3
55,2020-01-06 17:29:31,4.1959778200777915,0,3
56,2020-01-06 17:32:31,4.065757818765032,0,3
57,2020-01-06 17:35:38,3.6522553457156213,0,3
58,2020-01-06 17:38:38,3.3035576774988438,0,3
59,2020-01-06 17:41:37,3.873210295456424,0,3
