,time,Month,COP,operation_num,running_time
0,2020-07-01 08:13:27,07,1.9334656757317927,0,3
1,2020-07-01 08:16:28,07,1.926953514226709,0,3
2,2020-07-01 08:19:37,07,1.9205348411742162,0,3
3,2020-07-01 08:22:30,07,1.9142086044638047,0,3
4,2020-07-01 08:25:32,07,1.9079719284873489,0,3
5,2020-07-01 08:28:35,07,1.9018216928738818,0,3
6,2020-07-01 08:31:34,07,1.8957551500614487,0,3
7,2020-07-01 08:34:35,07,1.8897698954506454,0,3
8,2020-07-01 08:37:36,07,1.8838635512249386,0,3
9,2020-07-01 08:40:46,07,1.8780337092627692,0,3
10,2020-07-01 08:43:46,07,1.8722781497394148,0,3
11,2020-07-01 08:46:49,07,1.8665946670712832,0,3
12,2020-07-01 08:49:47,07,1.8609803830916953,0,3
13,2020-07-01 08:52:45,07,1.8554319422461447,0,3
14,2020-07-01 08:56:27,07,1.84994553089988,0,3
15,2020-07-01 08:59:29,07,1.8445174081435256,0,3
16,2020-07-01 09:02:28,07,1.8391438928093164,0,3
17,2020-07-01 09:05:30,07,1.8338208551616435,0,3
18,2020-07-01 09:08:32,07,1.8285441657840242,0,3
19,2020-07-01 09:11:32,07,1.8233099271228461,0,3
20,2020-07-01 09:14:33,07,1.8181147000781883,0,3
21,2020-07-01 09:17:33,07,1.812955490286528,0,3
22,2020-07-01 09:20:41,07,1.8078294347297754,0,3
23,2020-07-01 09:23:36,07,1.8027340175481579,0,3
24,2020-07-01 09:26:46,07,1.7976668880833702,0,3
25,2020-07-01 09:29:41,07,1.7926260871922883,0,3
26,2020-07-01 09:32:42,07,1.7876098582050532,0,3
27,2020-07-01 09:38:42,07,1.7826170869066529,0,3
28,2020-07-01 09:41:43,07,1.7776477909520259,0,3
29,2020-07-01 09:44:45,07,1.772703352392852,0,3
30,2020-07-01 09:47:44,07,1.7677864392837646,0,3
31,2020-07-01 09:50:46,07,1.7629009075557565,0,3
32,2020-07-01 09:53:58,07,1.7580528291307471,0,3
33,2020-07-01 09:57:28,07,1.7532509805330798,0,3
34,2020-07-01 10:00:33,07,1.7485081746890874,0,3
35,2020-07-01 10:03:30,07,1.7438439754269264,0,3
36,2020-07-01 10:06:30,07,1.7392876581501364,0,3
37,2020-07-01 10:09:30,07,1.7348831419965685,0,3
38,2020-07-01 10:12:30,07,1.730697290369718,0,3
39,2020-07-01 10:15:30,07,1.7268279042664707,0,3
40,2020-07-01 10:18:32,07,1.723409186186115,0,3
41,2020-07-01 10:21:34,07,1.7205972744454003,0,3
42,2020-07-01 10:24:33,07,1.7184982772446766,0,3
43,2020-07-01 10:27:33,07,1.7184265440460853,0,3
44,2020-07-01 10:30:35,07,1.7186481500764694,0,3
45,2020-07-01 10:33:36,07,1.7191399814801465,0,3
46,2020-07-01 10:36:38,07,1.7198978786538732,0,3
47,2020-07-01 10:39:38,07,1.7209172630820992,0,3
48,2020-07-01 10:42:39,07,1.7221935836707827,0,3
49,2020-07-01 10:45:39,07,1.7237196118143836,0,3
50,2020-07-01 10:48:41,07,1.7254783075809486,0,3
51,2020-07-01 10:51:42,07,1.7274487331575332,0,3
52,2020-07-01 10:54:54,07,1.7295999174060757,0,3
53,2020-07-01 10:58:32,07,1.7318921918570545,0,3
54,2020-07-01 11:01:40,07,1.7342945825877867,0,3
55,2020-07-01 11:04:40,07,1.7367789938949483,0,3
56,2020-07-01 11:07:36,07,1.73932559352851,0,3
57,2020-07-01 11:10:37,07,1.7419188568628658,0,3
58,2020-07-01 11:13:37,07,1.7445403709471128,0,3
59,2020-07-01 11:22:37,07,1.747174701089876,0,3
60,2020-07-01 11:25:38,07,1.7498098394205757,0,3
61,2020-07-01 11:28:39,07,1.7524370925897261,0,3
62,2020-07-01 11:31:39,07,1.7550438361183822,0,3
63,2020-07-01 11:34:44,07,1.7576157709947002,0,3
64,2020-07-01 11:37:42,07,1.760146495374117,0,3
65,2020-07-01 11:43:42,07,1.7626310104079959,0,3
66,2020-07-01 11:46:42,07,1.765073183249287,0,3
67,2020-07-01 11:49:42,07,1.767480545334731,0,3
68,2020-07-01 11:52:43,07,1.76986897864486,0,3
69,2020-07-01 11:55:43,07,1.7722550055106465,0,3
70,2020-07-01 11:59:36,07,1.7746512654118332,0,3
71,2020-07-01 12:02:39,07,1.777067443987859,0,3
72,2020-07-01 12:05:38,07,1.7795099007397361,0,3
73,2020-07-01 12:08:41,07,1.7819861485569928,0,3
74,2020-07-01 12:11:39,07,1.784502897277164,0,3
75,2020-07-01 12:14:39,07,1.7870653080620764,0,3
76,2020-07-01 12:17:39,07,1.7896748204577975,0,3
77,2020-07-01 12:20:49,07,1.7923316371746936,0,3
78,2020-07-01 12:23:41,07,1.7950340473741095,0,3
79,2020-07-01 12:26:42,07,1.7977792129931032,0,3
80,2020-07-01 12:29:43,07,1.8005641965815706,0,3
81,2020-07-01 12:32:43,07,1.803387647956044,0,3
82,2020-07-01 12:35:44,07,1.8062394880598287,0,3
83,2020-07-01 12:38:45,07,1.8091050397988275,0,3
84,2020-07-01 12:41:48,07,1.811977360995596,0,3
85,2020-07-01 12:44:47,07,1.8148490543279532,0,3
86,2020-07-01 12:47:47,07,1.817719187544189,0,3
87,2020-07-01 12:50:49,07,1.820592142294485,0,3
88,2020-07-01 12:53:49,07,1.823466588196762,0,3
89,2020-07-01 12:56:51,07,1.8263412647649457,0,3
90,2020-07-01 13:00:38,07,1.8292190471810157,0,3
91,2020-07-01 13:03:38,07,1.8320956643337765,0,3
92,2020-07-01 13:06:39,07,1.8349653669442034,0,3
93,2020-07-01 13:09:39,07,1.8378213446554257,0,3
94,2020-07-01 13:12:41,07,1.840647126983867,0,3
95,2020-07-01 13:15:43,07,1.8434261159970446,0,3
96,2020-07-01 13:18:45,07,1.8461476531889864,0,3
97,2020-07-01 13:21:46,07,1.848800363317288,0,3
98,2020-07-01 13:24:45,07,1.8513730903193193,0,3
99,2020-07-01 13:27:46,07,1.853858355261187,0,3
100,2020-07-01 13:36:47,07,1.8562539082901974,0,3
101,2020-07-01 13:39:48,07,1.8585575485224735,0,3
102,2020-07-01 13:42:50,07,1.8607683701289486,0,3
103,2020-07-01 13:45:49,07,1.862885299844011,0,3
104,2020-07-01 13:48:49,07,1.8649086436907276,0,3
105,2020-07-01 13:51:51,07,1.8668426189545178,0,3
106,2020-07-01 13:57:52,07,1.8686929339429224,0,3
107,2020-07-01 14:04:42,07,1.8704645896951444,0,3
108,2020-07-01 14:07:42,07,1.8721602844339276,0,3
109,2020-07-01 14:10:42,07,1.87377736885944,0,3
110,2020-07-01 14:13:44,07,1.875311779459892,0,3
111,2020-07-01 14:16:52,07,1.876758762914728,0,3
112,2020-07-01 14:19:51,07,1.8781123586046529,0,3
113,2020-07-01 14:22:48,07,1.8793623817916596,0,3
114,2020-07-01 14:25:48,07,1.8804914792514122,0,3
115,2020-07-01 14:28:52,07,1.8814889292128192,0,3
116,2020-07-01 14:31:51,07,1.882353205283506,0,3
117,2020-07-01 14:34:55,07,1.8830795276340402,0,3
118,2020-07-01 14:37:58,07,1.8836637502631706,0,3
119,2020-07-01 14:40:54,07,1.8841038863409068,0,3
120,2020-07-01 14:43:54,07,1.884395133817703,0,3
121,2020-07-01 14:46:54,07,1.8845336442300409,0,3
122,2020-07-01 14:49:54,07,1.8845204506313753,0,3
123,2020-07-01 14:52:55,07,1.8843638228489132,0,3
124,2020-07-01 14:55:56,07,1.88407919135051,0,3
125,2020-07-01 14:58:56,07,1.8836774996388728,0,3
