,time,COP,operation_num,running_time
0,2020-03-02 10:11:57,2.6198588009660395,0,3
1,2020-03-02 10:17:59,2.661417977629475,0,3
2,2020-03-02 10:20:59,2.70296296324302,0,3
3,2020-03-02 10:23:59,2.7444297934787816,0,3
4,2020-03-02 10:26:59,2.7857521323979726,0,3
5,2020-03-02 10:30:00,2.8268753808978646,0,3
6,2020-03-02 10:33:02,2.867756303757629,0,3
7,2020-03-02 10:36:02,2.908365634170391,0,3
8,2020-03-02 10:39:04,2.9486868528365306,0,3
9,2020-03-02 10:42:04,2.98871161532848,0,3
10,2020-03-02 10:45:51,3.0284436354795146,0,3
11,2020-03-02 10:48:51,3.067902948204999,0,3
12,2020-03-02 10:57:52,3.107125825768753,0,3
13,2020-03-02 11:00:53,3.1461543513301775,0,3
14,2020-03-02 11:04:00,3.1850281815035038,0,3
15,2020-03-02 11:06:54,3.2237851197149157,0,3
16,2020-03-02 11:09:55,3.2624660845980995,0,3
17,2020-03-02 11:12:55,3.301118042327598,0,3
18,2020-03-02 11:15:56,3.3397981050210177,0,3
19,2020-03-02 11:21:57,3.378581232611002,0,3
20,2020-03-02 11:24:58,3.4175629579508575,0,3
21,2020-03-02 11:28:00,3.4568665070274283,0,3
22,2020-03-02 11:37:02,3.4966578468440215,0,3
23,2020-03-02 11:40:02,3.5371522473009724,0,3
24,2020-03-02 11:43:02,3.5786264475477285,0,3
25,2020-03-02 11:46:58,3.621400613897662,0,3
26,2020-03-02 11:54:43,3.6656848164011597,0,3
27,2020-03-02 11:57:46,3.711033319859416,0,3
28,2020-03-02 12:00:50,3.743942934452261,0,3
29,2020-03-02 12:03:46,3.773899607457703,0,3
30,2020-03-02 12:06:47,3.8006091722248354,0,3
31,2020-03-02 12:09:48,3.8241342215262404,0,3
32,2020-03-02 12:12:48,3.844723078242657,0,3
33,2020-03-02 12:15:49,3.8626757743187303,0,3
34,2020-03-02 12:18:57,3.8783567104313064,0,3
35,2020-03-02 12:21:54,3.8921839649381136,0,3
36,2020-03-02 12:24:54,3.904590006883136,0,3
37,2020-03-02 12:27:55,3.9160028372595406,0,3
38,2020-03-02 12:30:56,3.9267580748440793,0,3
39,2020-03-02 12:33:57,3.9370123026121298,0,3
