time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1590595232,10.9,10.8,26.4,31.6,,3.54,60,0,5.92,0,,,0,,3.47,60.6,0,6.05,0,,,8
1590595233,10.9,10.8,26.4,31.6,,3.54,60,0,5.92,0,,,0,,3.47,60.6,0,6.05,0,,,8
1590595413,12.1,11.9,26,26.9,,4.15,55.1,0,4.44,0,,,0,,3.79,55.7,0,5.14,0,,,8
1590595413,12.1,11.9,26,26.9,,4.15,55.1,0,4.44,0,,,0,,3.79,55.7,0,5.14,0,,,8
1590595776,13.3,12.9,25.2,25.4,,4.19,48.8,0,4.23,0,,,0,,3.99,49,0,4.81,0,,,8
1590595776,13.3,12.9,25.2,25.4,,4.19,48.8,0,4.23,0,,,0,,3.99,49,0,4.81,0,,,8
1590595956,13.6,13.2,25.9,25.9,,4.24,46.5,0,4.28,0,,,0,,4.06,46.5,0,4.76,0,,,8
1590595956,13.6,13.2,25.9,25.9,,4.24,46.5,0,4.28,0,,,0,,4.06,46.5,0,4.76,0,,,8
1590596197,13.8,13.4,26.5,26.6,,4.27,44.1,0,4.32,0,,,0,,4.02,43.8,0,4.09,0,,,8
1590596197,13.8,13.4,26.5,26.6,,4.27,44.1,0,4.32,0,,,0,,4.02,43.8,0,4.09,0,,,8
1590596377,13.8,13.4,27,27,,4.28,42.9,0,4.34,0,,,0,,4.02,42.4,0,4.12,0,,,8
1590596377,13.8,13.4,27,27,,4.28,42.9,0,4.34,0,,,0,,4.02,42.4,0,4.12,0,,,8
1590596561,14,13.6,27.3,27.4,,4.32,41.6,0,4.35,0,,,0,,4.06,41,0,4.12,0,,,8
1590596561,14,13.6,27.3,27.4,,4.32,41.6,0,4.35,0,,,0,,4.06,41,0,4.12,0,,,8
1590596923,14.2,13.8,28,28,,4.34,39.7,0,4.39,0,,,0,,4.08,39,0,4.17,0,,,8
