time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588521615,13.4,11.1,29.8,34.7,,3.25,58.2,101.3,9.51,30.8,,,0,,3.01,54.8,109.1,9.45,33.6,,,13.5
1588521795,13.5,11,29.8,34.8,,3.32,58.2,101.9,9.57,31.1,,,0,,2.93,54.7,114.9,9.63,35.7,,,13.5
1588521976,13.4,10.6,29.8,35.1,,3.32,58.3,102,9.63,31.1,,,0,,2.8,55.5,129.2,10.01,36.5,,,13.5
1588522155,13.4,11,29.9,35.2,,3.27,58.4,102.2,9.6,31.2,,,0,,2.97,56.2,111.1,9.58,34.2,,,13.5
1588522337,13.4,11.4,30,34.8,,3.26,58.4,101.7,9.55,30.9,,,0,,3.11,54.9,103.3,9.25,31.4,,,13.5
1588522517,13.3,11.2,29.9,34.6,,3.28,58.3,102.2,9.5,31,,,0,,3.06,54.7,104.7,9.27,31.7,,,13.5
1588522698,13.5,11.3,29.8,34.5,,3.26,58.2,101.3,9.5,31.1,,,0,,3.06,54.7,106.1,9.29,32.5,,,13.5
1588522887,13.4,11.1,29.7,34.6,,3.25,58.2,102.7,9.47,31,,,0,,3.05,54.8,108,9.37,32.7,,,13.5
1588523066,13.4,11,29.7,34.6,,3.23,58.3,102.3,9.51,31.2,,,0,,3,54.7,109,9.42,33.5,,,13.5
1588523248,13.5,11.2,29.7,34.6,,3.26,58.3,102,9.52,31.2,,,0,,3.06,54.6,106.6,9.34,32.6,,,13.5
1588523428,13.4,11.1,29.8,34.6,,3.25,58.3,101.7,9.51,31.3,,,0,,3.06,54.6,105,9.31,32.9,,,13.5
1588523786,13.5,11.1,29.8,34.6,,3.23,58.3,101.8,9.52,31.2,,,0,,3.05,54.6,107.4,9.37,32.8,,,13.5
1588523966,13.4,11,29.7,34.6,,3.23,58.3,102.1,9.51,31,,,0,,3,54.6,108.9,9.42,33.1,,,13.5
1588524194,13.4,9.7,29.7,35.2,,3.27,58.4,103,9.63,31.2,,,0,,2.45,56,158,10.42,39.9,,,13.5
1588524374,13.4,10.7,29.8,35.2,,3.23,58.5,102.6,9.6,31.4,,,0,,2.91,56.7,115.4,9.72,36.5,,,13.5
1588524559,13.3,11.1,29.9,35.3,,3.26,58.6,102.4,9.57,31.2,,,0,,3.05,56.7,106.4,9.42,32.4,,,13.5
1588524746,13.3,11.3,30,34.7,,3.27,58.5,102.7,9.56,31.2,,,0,,3.1,54.9,102.8,9.26,31.3,,,13.5
1588524925,13.3,11.2,29.8,34.5,,3.25,58.4,101.8,9.49,31.2,,,0,,3.07,54.7,103.4,9.24,31.6,,,13.5
1588525105,13.3,11.1,29.7,34.5,,3.27,58.4,101,9.5,30.8,,,0,,3.05,54.7,104.5,9.27,32.2,,,13.5
1588525289,13.3,11,29.7,34.5,,3.26,58.3,101.8,9.49,30.7,,,0,,3.05,54.8,107.1,9.31,32.7,,,13.5
1588525465,13.3,11,29.6,34.5,,3.26,58.3,101.5,9.42,31.1,,,0,,3.02,54.8,107.9,9.35,33,,,13.5
1588525825,13.4,11.1,29.6,34.5,,3.21,58.3,102.2,9.46,31,,,0,,3.03,54.5,106.6,9.29,32.4,,,13.5
1588526005,13.3,10.9,29.6,34.5,,3.25,58.3,102,9.46,31.1,,,0,,3.01,54.5,107.5,9.32,32.8,,,13.5
1588526185,13.3,10.8,29.6,34.5,,3.25,58.3,101.9,9.49,31.3,,,0,,2.97,54.5,109.2,9.45,33.5,,,13.5
1588526366,13.4,11.1,29.6,34.4,,3.25,58.3,101.8,9.46,31,,,0,,3.03,54.4,106.3,9.25,32.3,,,13.5
1588526545,13.3,10.9,29.6,34.5,,3.22,58.3,101.9,9.47,31.2,,,0,,3.01,54.4,107.5,9.32,32.7,,,13.5
1588526732,13.3,10.8,29.6,34.5,,3.22,58.3,101.8,9.47,31.2,,,0,,2.96,54.4,108.6,9.39,33.2,,,13.5
1588526911,13.3,11.1,29.6,34.4,,3.23,58.3,101.9,9.44,30.8,,,0,,3.06,54.2,104.3,9.2,31.9,,,13.5
1588527091,13.2,10.9,29.6,34.4,,3.25,58.3,101.8,9.44,31.1,,,0,,3,54.3,105.9,9.22,32.6,,,13.5
1588527271,13.3,11,29.6,34.4,,3.22,58.2,101.8,9.44,31,,,0,,3.01,54.4,106.9,9.31,32.7,,,13.5
1588527460,13.3,10.9,29.6,34.5,,3.21,58.2,101.9,9.45,31.1,,,0,,2.98,54.4,108.7,9.39,33.5,,,13.5
1588527632,13.4,11,29.5,34.4,,3.21,58.2,101,9.45,31,,,0,,3.02,54.3,105,9.25,32.3,,,13.5
1588527856,13.5,11.1,29.6,34.5,,3.23,58.2,102,9.45,31.1,,,0,,3,54.3,107.3,9.34,32.7,,,13.5
1588528047,13.5,10.9,29.5,34.5,,3.26,58.3,102.6,9.47,31,,,0,,2.97,54.3,109.1,9.39,33.5,,,13.5
1588528226,13.5,9.9,29.5,34.7,,3.26,58.3,102.7,9.57,31.4,,,0,,2.45,54.7,162.6,10.41,44.5,,,13.5
1588528406,13.4,10,29.6,35.1,,3.25,58.4,102.8,9.57,31.1,,,0,,2.7,56.3,136.1,10.11,46.2,,,13.5
1588528582,13.3,10.5,29.8,35.3,,3.27,58.6,103.2,9.6,31.4,,,0,,2.82,56.8,129.8,9.97,36.1,,,13.5
1588528762,13.2,10.8,29.9,35.2,,3.27,58.6,102.5,9.61,31.3,,,0,,2.96,56.2,111.4,9.62,34.1,,,13.5
1588528944,13.3,11.4,29.9,34.7,,3.27,58.5,102.6,9.53,31.4,,,0,,3.13,54.8,101.8,9.22,31,,,13.5
1588529125,13.3,11.2,29.7,34.4,,3.25,58.4,101.4,9.46,31.1,,,0,,3.08,54.5,102.3,9.19,31.4,,,13.5
1588529314,13.4,11.3,29.6,34.4,,3.22,58.4,102,9.44,31.1,,,0,,3.06,54.5,104.5,9.21,31.9,,,13.5
1588529674,13.4,11,29.5,34.4,,3.22,58.3,101.5,9.42,31,,,0,,3,54.6,107.2,9.3,32.7,,,13.5
1588529857,13.4,10.9,29.5,34.4,,3.2,58.3,101.3,9.42,30.8,,,0,,3,54.6,107.9,9.35,33,,,13.5
1588530034,13.4,11,29.5,34.5,,3.26,58.3,101.8,9.45,30.8,,,0,,3.01,54.5,106.9,9.27,32.5,,,13.5
1588530216,13.3,11,29.5,34.3,,3.22,58.3,101.6,9.41,30.7,,,0,,3.06,54.3,104.9,9.17,31.7,,,13.5
1588530396,13.3,11,29.5,34.3,,3.18,58.2,101.7,9.4,30.9,,,0,,3.01,54.4,106.5,9.19,32.4,,,13.5
1588530576,13.4,10.9,29.4,34.3,,3.2,58.2,101.5,9.4,31,,,0,,2.97,54.4,107.4,9.29,32.7,,,13.5
1588530756,13.2,10.6,29.4,34.3,,3.2,58.2,101.7,9.41,31.1,,,0,,2.95,54.3,108.7,9.39,33.2,,,13.5
1588530937,13.2,11,29.5,34.4,,3.22,58.2,101.3,9.41,30.7,,,0,,3.03,54.3,103.1,9.12,31.6,,,13.5
1588531117,13.2,10.9,29.5,34.3,,3.21,58.2,101.9,9.41,31,,,0,,3.03,54.1,105.1,9.2,31.8,,,13.5
1588531298,13.2,10.8,29.5,34.3,,3.22,58.2,102.1,9.42,30.8,,,0,,3.02,54.3,106.6,9.26,32.5,,,13.5
1588531527,13.2,10.8,29.4,34.3,,3.2,58.1,101.2,9.41,31.1,,,0,,2.96,54.3,107.5,9.3,33,,,13.5
1588531708,13.2,10.6,29.4,34.4,,3.23,58.1,102,9.44,30.8,,,0,,2.95,54.2,110.3,9.42,33.9,,,13.5
1588531887,13.2,10.8,29.5,34.3,,3.22,58.1,101.6,9.44,31,,,0,,3,54.2,106.4,9.25,32.3,,,13.5
1588532064,13.1,10.8,29.5,34.3,,3.22,58.1,101.3,9.42,31,,,0,,2.97,54.3,107.3,9.3,32.7,,,13.5
1588532245,13.1,10.6,29.5,34.4,,3.2,58.1,101.6,9.44,30.7,,,0,,2.93,54.2,109.4,9.42,33.8,,,13.5
1588532425,12.9,10.7,29.5,34.3,,3.17,58,101.3,9.4,31.2,,,0,,2.98,54,103.5,9.14,31.8,,,13.5
1588532605,12.8,10.6,29.5,34.2,,3.13,58,101.5,9.4,30.8,,,0,,2.98,54.2,104.9,9.14,32.4,,,13.5
1588532794,12.8,10.5,29.4,34.3,,3.2,58.1,102.3,9.41,30.8,,,0,,2.97,54.3,107.1,9.24,32.6,,,13.5
1588532974,12.8,10.4,29.4,34.3,,3.16,58.1,100.9,9.4,31.3,,,0,,2.92,54.3,108.2,9.32,33.2,,,13.5
1588533154,13,10.8,29.4,34.2,,3.18,58.1,101.5,9.39,30.9,,,0,,3.02,53.9,102.4,9.09,31.3,,,13.5
1588533335,13.1,10.8,29.4,34.2,,3.2,58.1,101.6,9.4,31.1,,,0,,3.02,53.9,103.5,9.14,31.8,,,13.5
1588533514,13.2,10.7,29.4,34.2,,3.16,58.1,101.6,9.4,31.1,,,0,,2.97,54.1,105.7,9.17,32.3,,,13.5
1588533694,13.2,10.7,29.4,34.2,,3.2,58.2,101.5,9.41,31.3,,,0,,3,54.2,106.4,9.24,32.7,,,13.5
1588533874,13.3,10.7,29.4,34.3,,3.21,58.2,101.9,9.41,31.1,,,0,,2.98,54.2,107.8,9.31,33.1,,,13.5
1588534054,13.2,10.2,29.4,34.5,,3.17,58.3,102.2,9.45,31.3,,,0,,2.82,54.3,117.2,9.61,36.4,,,13.5
1588534234,13.2,9.8,29.5,34.8,,3.2,58.4,102.2,9.53,31.5,,,0,,2.57,55,142.3,10.08,43.1,,,13.5
1588534414,13.2,10.2,29.6,35.1,,3.18,58.6,103.2,9.57,31.5,,,0,,2.81,56.7,123.8,9.86,41.5,,,13.5
1588534602,13.2,9.7,29.8,35.4,,3.22,58.7,103.4,9.67,31.6,,,0,,2.71,56.8,124.2,10.08,34.2,,,13.5
1588534781,13.2,11.2,29.9,34.7,,3.2,58.6,102.3,9.53,31.3,,,0,,3.06,55,102.1,9.2,31.4,,,13.5
