time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588262610.0,20.0,16.2,23.8,25.4,nan,4.72,27.6,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.4,0.0,4.85,0.0,nan,nan,14.0
1588262791.0,20.0,16.3,23.8,25.4,nan,4.7,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.8,27.4,0.0,4.84,0.0,nan,nan,14.0
1588262972.0,20.0,16.3,23.8,25.4,nan,4.69,27.5,0.0,4.73,0.0,nan,nan,0.0,nan,4.8,27.4,0.0,4.85,0.0,nan,nan,14.0
1588263154.0,20.0,16.3,23.8,25.4,nan,4.69,27.5,0.0,4.73,0.0,nan,nan,0.0,nan,4.8,27.4,0.0,4.86,0.0,nan,nan,14.0
1588263335.0,20.0,16.3,23.8,25.4,nan,4.69,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.4,0.0,4.86,0.0,nan,nan,14.0
1588263515.0,20.0,16.4,23.8,25.4,nan,4.69,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.4,0.0,4.85,0.0,nan,nan,14.0
1588263697.0,20.0,16.5,23.8,25.4,nan,4.73,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.3,0.0,4.85,0.0,nan,nan,14.0
1588263879.0,20.0,16.5,23.8,25.4,nan,4.68,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.8,27.3,0.0,4.84,0.0,nan,nan,14.0
1588264113.0,20.1,16.6,23.8,25.4,nan,4.7,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.3,0.0,4.85,0.0,nan,nan,14.0
1588264291.0,20.1,16.6,23.8,25.4,nan,4.7,27.5,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.3,0.0,4.84,0.0,nan,nan,14.0
1588264471.0,20.1,16.6,23.8,25.4,nan,4.73,27.4,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.3,0.0,4.86,0.0,nan,nan,14.0
1588264652.0,20.1,16.7,23.8,25.4,nan,4.74,27.4,0.0,4.74,0.0,nan,nan,0.0,nan,4.81,27.3,0.0,4.86,0.0,nan,nan,14.0
1588264839.0,20.1,16.7,23.8,25.4,nan,4.7,27.4,0.0,4.73,0.0,nan,nan,0.0,nan,4.8,27.3,0.0,4.84,0.0,nan,nan,14.0
