time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1589113885,21.2,17.8,26.8,26.8,,5.06,27.9,0,5.08,0,,,0,,4.81,28,0,4.86,0,,,13
1589114065,21.2,17.8,26.8,26.8,,5.06,27.9,0,5.09,0,,,0,,4.81,28,0,4.88,0,,,13
1589114247,21.2,17.8,26.8,26.8,,5.06,27.9,0,5.09,0,,,0,,4.81,28,0,4.86,0,,,13
1589114429,21.2,17.8,26.8,26.8,,5.06,27.9,0,5.08,0,,,0,,4.83,28,0,4.89,0,,,13
1589114611,21.2,17.8,26.8,26.8,,5.08,27.9,0,5.09,0,,,0,,4.81,28,0,4.89,0,,,13
1589114793,21.2,17.8,26.8,26.8,,5.05,27.9,0,5.09,0,,,0,,4.81,28,0,4.85,0,,,13
1589115021,21.2,17.8,26.8,26.8,,5.05,27.9,0,5.08,0,,,0,,4.81,28,0,4.89,0,,,13
1589115201,21.2,17.7,26.8,26.8,,5.09,27.9,0,5.09,0,,,0,,4.81,28,0,4.88,0,,,13
1589115382,21.2,17.7,26.8,26.8,,5.06,27.9,0,5.09,0,,,0,,4.81,28,0,4.86,0,,,13
1589115565,21.2,17.7,26.8,26.8,,5.06,27.9,0,5.09,0,,,0,,4.81,28,0,4.85,0,,,13
1589115743,21.2,17.7,26.8,26.8,,5.09,27.9,0,5.08,0,,,0,,4.81,28,0,4.88,0,,,13
1589115925,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.08,0,,,0,,4.81,28,0,4.88,0,,,13
1589116107,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.09,0,,,0,,4.81,28,0,4.85,0,,,13
1589116475,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.08,0,,,0,,4.81,28,0,4.86,0,,,13
1589116656,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.08,0,,,0,,4.84,28,0,4.85,0,,,13
1589116835,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.08,0,,,0,,4.8,28,0,4.84,0,,,13
1589117011,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.08,0,,,0,,4.81,28,0,4.88,0,,,13
1589117191,21.2,17.7,26.8,26.8,,5.06,27.9,0,5.09,0,,,0,,4.84,28,0,4.85,0,,,13
1589117380,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.08,0,,,0,,4.84,28,0,4.85,0,,,13
1589117555,21.2,17.6,26.8,26.8,,5.05,27.9,0,5.08,0,,,0,,4.81,28,0,4.84,0,,,13
1589117916,21.2,17.7,26.8,26.8,,5.08,27.9,0,5.06,0,,,0,,4.81,28,0,4.88,0,,,13
1589118276,21.1,17.6,26.8,26.8,,5.08,27.9,0,5.06,0,,,0,,4.79,28,0,4.84,0,,,13
1589118456,21.1,17.6,26.8,26.8,,5.05,27.9,0,5.06,0,,,0,,4.84,28,0,4.85,0,,,13
1589118688,21.1,17.6,26.8,26.8,,5.08,27.9,0,5.06,0,,,0,,4.8,28,0,4.85,0,,,13
1589118874,21.1,17.6,26.8,26.8,,5.05,27.9,0,5.06,0,,,0,,4.8,28,0,4.84,0,,,13
1589119057,21.1,17.6,26.8,26.8,,5.08,27.9,0,5.06,0,,,0,,4.8,28,0,4.84,0,,,13
1589119230,21.1,17.6,26.8,26.8,,5.08,27.9,0,5.06,0,,,0,,4.8,28,0,4.85,0,,,13
1589119411,21.1,17.6,26.8,26.8,,5.06,27.9,0,5.05,0,,,0,,4.8,28,0,4.86,0,,,13
1589119591,21.1,17.6,26.8,26.8,,5.06,27.9,0,5.05,0,,,0,,4.84,28,0,4.85,0,,,13
