time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588694567,18.8,17.2,24.8,27.1,,5.1,29.5,0,5.09,0,,,0,,4.63,29.6,0,4.6,0,,,13.5
1588694567,18.8,17.2,24.8,27.1,,5.1,29.5,0,5.09,0,,,0,,4.63,29.6,0,4.6,0,,,13.5
1588694757,18.8,17.2,24.8,27.1,,5.1,29.4,0,5.09,0,,,0,,4.6,29.5,0,4.62,0,,,13.5
1588694758,18.8,17.2,24.8,27.1,,5.1,29.4,0,5.09,0,,,0,,4.6,29.5,0,4.62,0,,,13.5
1588694936,18.9,17.2,24.8,27.1,,5.09,29.4,0,5.09,0,,,0,,4.62,29.5,0,4.63,0,,,13.5
1588694936,18.9,17.2,24.8,27.1,,5.09,29.4,0,5.09,0,,,0,,4.62,29.5,0,4.63,0,,,13.5
1588695475,18.9,17.2,24.8,27,,5.11,29.4,0,5.09,0,,,0,,4.63,29.5,0,4.62,0,,,13.5
1588695475,18.9,17.2,24.8,27,,5.11,29.4,0,5.09,0,,,0,,4.63,29.5,0,4.62,0,,,13.5
1588695655,19,17.2,24.8,27,,5.08,29.4,0,5.1,0,,,0,,4.63,29.5,0,4.64,0,,,13.5
1588695655,19,17.2,24.8,27,,5.08,29.4,0,5.1,0,,,0,,4.63,29.5,0,4.64,0,,,13.5
1588695836,19,17.2,24.8,27,,5.09,29.3,0,5.11,0,,,0,,4.64,29.5,0,4.63,0,,,13.5
1588695836,19,17.2,24.8,27,,5.09,29.3,0,5.11,0,,,0,,4.64,29.5,0,4.63,0,,,13.5
1588696016,19,17.2,24.8,27,,5.11,29.3,0,5.14,0,,,0,,4.64,29.5,0,4.64,0,,,13.5
1588696016,19,17.2,24.8,27,,5.11,29.3,0,5.14,0,,,0,,4.64,29.5,0,4.64,0,,,13.5
1588696198,19,17.2,24.8,27,,5.09,29.3,0,5.11,0,,,0,,4.64,29.4,0,4.64,0,,,13.5
1588696199,19,17.2,24.8,27,,5.09,29.3,0,5.11,0,,,0,,4.64,29.4,0,4.64,0,,,13.5
1588696386,19.1,17.2,24.8,27,,5.11,29.3,0,5.1,0,,,0,,4.64,29.4,0,4.65,0,,,13.5
1588696386,19.1,17.2,24.8,27,,5.11,29.3,0,5.1,0,,,0,,4.64,29.4,0,4.65,0,,,13.5
1588696595,19.1,17.2,24.8,27,,5.09,29.3,0,5.1,0,,,0,,4.65,29.4,0,4.64,0,,,13.5
1588696595,19.1,17.2,24.8,27,,5.09,29.3,0,5.1,0,,,0,,4.65,29.4,0,4.64,0,,,13.5
1588696775,19.1,17.2,24.8,27,,5.09,29.3,0,5.1,0,,,0,,4.67,29.4,0,4.65,0,,,13.5
1588696776,19.1,17.2,24.8,27,,5.09,29.3,0,5.1,0,,,0,,4.67,29.4,0,4.65,0,,,13.5
1588696957,19.1,17.2,24.8,27,,5.13,29.3,0,5.13,0,,,0,,4.68,29.4,0,4.68,0,,,13.5
1588696957,19.1,17.2,24.8,27,,5.13,29.3,0,5.13,0,,,0,,4.68,29.4,0,4.68,0,,,13.5
1588697139,19.2,17.2,24.8,26.9,,5.1,29.2,0,5.14,0,,,0,,4.67,29.4,0,4.65,0,,,13.5
1588697139,19.2,17.2,24.8,26.9,,5.1,29.2,0,5.14,0,,,0,,4.67,29.4,0,4.65,0,,,13.5
1588697317,19.2,17.2,24.9,26.9,,5.13,29.2,0,5.13,0,,,0,,4.67,29.4,0,4.65,0,,,13.5
1588697498,19.2,17.2,24.9,26.9,,5.1,29.2,0,5.11,0,,,0,,4.67,29.4,0,4.67,0,,,13.5
1588697498,19.2,17.2,24.9,26.9,,5.1,29.2,0,5.11,0,,,0,,4.67,29.4,0,4.67,0,,,13.5
1588697678,19.2,17.2,24.9,26.9,,5.13,29.2,0,5.11,0,,,0,,4.67,29.3,0,4.67,0,,,13.5
1588697678,19.2,17.2,24.9,26.9,,5.13,29.2,0,5.11,0,,,0,,4.67,29.3,0,4.67,0,,,13.5
1588697858,19.2,17.2,24.9,26.9,,5.13,29.2,0,5.11,0,,,0,,4.68,29.3,0,4.67,0,,,13.5
1588697858,19.2,17.2,24.9,26.9,,5.13,29.2,0,5.11,0,,,0,,4.68,29.3,0,4.67,0,,,13.5
1588698038,19.3,17.2,24.9,26.9,,5.11,29.2,0,5.15,0,,,0,,4.68,29.3,0,4.68,0,,,13.5
1588698038,19.3,17.2,24.9,26.9,,5.11,29.2,0,5.15,0,,,0,,4.68,29.3,0,4.68,0,,,13.5
