time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588348934,19.3,16,24.7,24.7,,4.67,26,0,4.7,0,,,0,,4.6,26.2,0,4.59,0,,,14
1588349114,19.3,16,24.7,24.7,,4.67,26,0,4.68,0,,,0,,4.59,26.2,0,4.58,0,,,14
1588349295,19.3,15.9,24.7,24.7,,4.63,26,0,4.68,0,,,0,,4.58,26.2,0,4.59,0,,,14
1588349656,19.3,16,24.7,24.7,,4.64,26,0,4.72,0,,,0,,4.59,26.2,0,4.6,0,,,14
1588349837,19.3,15.9,24.7,24.7,,4.64,26,0,4.68,0,,,0,,4.59,26.2,0,4.59,0,,,14
1588350017,19.3,15.9,24.7,24.7,,4.65,26,0,4.69,0,,,0,,4.58,26.2,0,4.59,0,,,14
1588350197,19.3,15.8,24.7,24.7,,4.65,26,0,4.68,0,,,0,,4.59,26.2,0,4.6,0,,,14
1588350377,19.3,15.8,24.7,24.7,,4.67,26,0,4.69,0,,,0,,4.58,26.2,0,4.58,0,,,14
1588350557,19.3,15.8,24.7,24.7,,4.65,26,0,4.69,0,,,0,,4.59,26.2,0,4.58,0,,,14
1588350873,19.3,15.7,24.7,24.7,,4.65,26,0,4.68,0,,,0,,4.58,26.2,0,4.57,0,,,14
1588351053,19.3,15.7,24.7,24.7,,4.65,26,0,4.69,0,,,0,,4.58,26.2,0,4.58,0,,,14
1588351233,19.3,15.7,24.7,24.7,,4.63,26,0,4.69,0,,,0,,4.58,26.2,0,4.58,0,,,14
1588351413,19.3,15.6,24.7,24.7,,4.62,26,0,4.68,0,,,0,,4.57,26.2,0,4.57,0,,,14
1588351593,19.3,15.6,24.7,24.7,,4.64,26,0,4.68,0,,,0,,4.58,26.2,0,4.57,0,,,14
1588351773,19.3,15.6,24.7,24.7,,4.63,26,0,4.69,0,,,0,,4.57,26.2,0,4.57,0,,,14
1588351954,19.3,15.6,24.7,24.7,,4.63,26,0,4.68,0,,,0,,4.57,26.2,0,4.57,0,,,14
1588352134,19.3,15.6,24.7,24.7,,4.67,26,0,4.68,0,,,0,,4.57,26.2,0,4.57,0,,,14
1588352315,19.3,15.6,24.7,24.7,,4.63,26,0,4.72,0,,,0,,4.58,26.2,0,4.57,0,,,14
1588352495,19.3,15.6,24.7,24.7,,4.64,26,0,4.7,0,,,0,,4.59,26.2,0,4.57,0,,,14
1588352676,19.3,15.6,24.7,24.7,,4.65,26,0,4.67,0,,,0,,4.57,26.2,0,4.58,0,,,14
1588353038,19.3,15.6,24.7,24.7,,4.63,26,0,4.68,0,,,0,,4.57,26.2,0,4.57,0,,,14
1588353218,19.3,15.6,24.7,24.7,,4.63,26,0,4.68,0,,,0,,4.55,26.2,0,4.59,0,,,14
1588353399,19.3,15.6,24.8,24.7,,4.63,26,0,4.68,0,,,0,,4.55,26.2,0,4.57,0,,,14
1588354119,19.2,15.7,24.8,24.7,,4.64,26,0,4.68,0,,,0,,4.55,26.2,0,4.54,0,,,14
1588354300,19.2,15.8,24.8,24.7,,4.64,26,0,4.68,0,,,0,,4.55,26.2,0,4.57,0,,,14
1588354549,19.2,16.6,24.8,24.7,,4.63,26,0,4.68,0,,,0,,4.55,26.2,0,4.55,0,,,14
1588354737,19.4,16,24.8,24.7,,4.63,26,0,4.69,0,,,0,,4.55,26.2,0,4.55,0,,,14
1588354910,19.4,16,24.8,24.7,,4.65,26,0,4.67,0,,,0,,4.55,26.2,0,4.55,0,,,14
1588355091,19.4,16,24.8,24.7,,4.6,26,0,4.68,0,,,0,,4.55,26.2,0,4.55,0,,,14
1588355279,19.4,16.1,24.8,24.7,,4.62,26,0,4.68,0,,,0,,4.55,26.2,0,4.54,0,,,14
1588355453,19.4,16.2,24.8,24.7,,4.62,26,0,4.67,0,,,0,,4.55,26.2,0,4.54,0,,,14
1588355814,19.4,16.3,24.8,24.7,,4.62,26,0,4.68,0,,,0,,4.55,26.2,0,4.54,0,,,14
