time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1589904134,10.8,8.3,25.3,33.4,,2.22,59.1,0,7.42,0,,,0,,0,29.1,0,3.42,0,,,8.5
1589904135,10.8,8.3,25.3,33.4,,2.22,59.1,0,7.42,0,,,0,,0,29.1,0,3.42,0,,,8.5
1589904314,11.4,8.5,26.1,32.6,,2.12,58.1,0,7.26,0,,,0,,0,29.1,0,3.44,0,,,8.5
1589904315,11.4,8.5,26.1,32.6,,2.12,58.1,0,7.26,0,,,0,,0,29.1,0,3.44,0,,,8.5
1589904496,11.8,9.1,26.4,34,,2.15,59.1,0,7.41,0,,,0,,0,29.1,0,3.49,0,,,8.5
1589904497,11.8,9.1,26.4,34,,2.15,59.1,0,7.41,0,,,0,,0,29.1,0,3.49,0,,,8.5
1589904679,12.1,9.3,26.4,32.2,,2.47,58,0,8.99,0,,,0,,0,29.1,0,3.57,0,,,8.5
1589904679,12.1,9.3,26.4,32.2,,2.47,58,0,8.99,0,,,0,,0,29.1,0,3.57,0,,,8.5
1589904896,12.5,9.2,26.6,32.1,,2.51,57.2,0,9.61,0,,,0,,0,29.1,0,3.59,0,,,8.5
1589904896,12.5,9.2,26.6,32.1,,2.51,57.2,0,9.61,0,,,0,,0,29.1,0,3.59,0,,,8.5
1589905076,12.7,9.8,26.7,31.9,,2.61,57.2,0,10.44,0,,,0,,0,29.1,0,3.64,0,,,8.5
1589905077,12.7,9.8,26.7,31.9,,2.61,57.2,0,10.44,0,,,0,,0,29.1,0,3.64,0,,,8.5
1589905256,12.8,10.1,26.9,33.2,,2.37,58,0,7.95,0,,,0,,0,29,0,3.66,0,,,8.5
1589905257,12.8,10.1,26.9,33.2,,2.37,58,0,7.95,0,,,0,,0,29,0,3.66,0,,,8.5
1589905436,13,9.8,26.9,33.4,,2.19,58.2,0,7.44,0,,,0,,0,29,0,3.67,0,,,8.5
1589905437,13,9.8,26.9,33.4,,2.19,58.2,0,7.44,0,,,0,,0,29,0,3.67,0,,,8.5
1589905616,13.1,9.8,27,32.2,,2.59,57.3,0,8.87,0,,,0,,0,29,0,3.71,0,,,8.5
1589905617,13.1,9.8,27,32.2,,2.59,57.3,0,8.87,0,,,0,,0,29,0,3.71,0,,,8.5
1589905797,13.2,9.8,27.1,32.6,,2.41,57.7,0,8.69,0,,,0,,0,29,0,3.72,0,,,8.5
1589905797,13.2,9.8,27.1,32.6,,2.41,57.7,0,8.69,0,,,0,,0,29,0,3.72,0,,,8.5
1589905977,13.3,10.4,27.2,32.1,,2.67,57.6,0,10.46,0,,,0,,0,29,0,3.76,0,,,8.5
1589905977,13.3,10.4,27.2,32.1,,2.67,57.6,0,10.46,0,,,0,,0,29,0,3.76,0,,,8.5
1589906157,13.3,10.6,27.3,34.1,,2.69,58.9,0,10.51,0,,,0,,0,29,0,3.78,0,,,8.5
