time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588608150,9,7,29.1,31.7,,2.95,29.8,0,3.02,0,,,0,,2.45,52.1,179.1,8.85,103.6,,,11
1588608332,9,7,29.1,31.7,,2.88,29.8,0,2.96,0,,,0,,2.37,52.1,179.2,8.78,104.7,,,11
1588608513,9,7,29.1,31.7,,2.91,29.8,0,2.98,0,,,0,,2.41,52.1,178.8,8.8,98.8,,,11
1588608692,9,7,29.1,31.7,,2.82,29.8,0,2.9,0,,,0,,2.31,52.1,179,8.7,95.6,,,11
1588608877,9.2,9,29,29.4,,2.96,29.8,0,3.03,0,,,0,,3.07,53.4,0,6.23,0,,,11
1588609058,10.7,10.7,27.2,27.4,,3.26,29.8,0,3.35,0,,,0,,3.52,49.8,0,5.87,0,,,11
1588609241,11.9,11.9,26.1,26.3,,3.28,29.8,0,3.37,0,,,0,,3.58,47.8,0,5.5,0,,,11
1588609428,0,0,0,0,,0,0,0,0,0,,,0,,0,0,0,0,0,,,0
1588609604,13.5,11.3,25.1,27.9,,3.41,29.8,0,3.46,0,,,0,,2.6,49.3,172,8.2,98.5,,,11
1588609787,12.9,10.5,26.9,29.6,,3.36,29.8,0,3.42,0,,,0,,2.67,50.5,176.3,8.58,101.7,,,11
1588609967,12.3,9.9,28.1,30.8,,3.27,29.8,0,3.32,0,,,0,,2.65,51,179.3,8.74,103.9,,,11
1588610146,11.7,9.5,28.7,31.4,,3.27,29.7,0,3.32,0,,,0,,2.66,51.5,180.8,8.92,105,,,11
1588610330,11.4,9.2,28.9,31.7,,3.13,29.7,0,3.18,0,,,0,,2.54,51.8,180.9,8.84,105,,,11
1588610696,10.8,8.7,29.2,32,,3.17,29.7,0,3.25,0,,,0,,2.67,51.8,181.2,8.97,104.8,,,11
1588610872,10.6,8.5,29.2,32,,3.17,29.7,0,3.25,0,,,0,,2.62,52,181.1,9,105.6,,,11
1588611058,10.4,8.4,29.2,32,,3.06,29.7,0,3.15,0,,,0,,2.54,52,181.3,8.92,105.1,,,11
1588611236,10.2,8.2,29.1,31.9,,2.97,29.7,0,3.05,0,,,0,,2.45,51.9,179.7,8.79,104.5,,,11
1588611422,10,8.1,29,31.7,,2.98,29.7,0,3.05,0,,,0,,2.49,51.7,168.2,8.68,104.2,,,11
1588611837,9.7,7.8,28.8,31.4,,2.91,29.7,0,3,0,,,0,,2.39,51.7,178.2,8.65,95.5,,,11
1588612018,9.6,7.7,28.8,31.4,,3.01,29.7,0,3.08,0,,,0,,2.47,51.7,178.5,8.76,101.4,,,11
1588612382,9.4,7.5,28.7,31.3,,2.9,29.7,0,2.96,0,,,0,,2.36,51.4,177.8,8.63,102.5,,,11
1588612564,9.4,7.4,28.6,31.2,,2.93,29.7,0,3.01,0,,,0,,2.39,51.7,178,8.7,102.4,,,11
1588613034,9.2,7.2,28.6,31.2,,3,29.6,0,3.06,0,,,0,,2.5,51.4,169.3,8.64,102.1,,,11
1588613215,9.1,7.2,28.6,31.2,,2.91,29.6,0,2.97,0,,,0,,2.39,51.4,176.3,8.61,94.5,,,11
1588613400,9.1,7.1,28.6,31.2,,2.88,29.6,0,2.95,0,,,0,,2.36,51.4,177.2,8.63,98.8,,,11
1588613585,9.1,7.1,28.6,31.2,,2.86,29.6,0,2.95,0,,,0,,2.36,51.3,176.6,8.63,102,,,11
1588613764,9,7.1,28.6,31.2,,2.96,29.6,0,3.03,0,,,0,,2.46,51.3,176.9,8.73,102.2,,,11
1588613944,9,7,28.6,31.2,,2.96,29.6,0,3.03,0,,,0,,2.45,51.3,176.9,8.7,102.6,,,11
1588614123,9,7,28.6,31.2,,2.83,29.6,0,2.92,0,,,0,,2.35,51.3,177.1,8.61,102,,,11
1588614308,9,7.7,28.6,30.2,,2.86,29.6,0,2.95,0,,,0,,2.85,52.4,0,6.48,65.4,,,11
1588614492,10,10,27.5,27.8,,3.06,29.6,0,3.12,0,,,0,,3.28,50.2,0,5.85,0,,,11
1588614851,12.7,12.7,25,25.2,,3.44,29.7,0,3.52,0,,,0,,3.73,45.7,0,5.29,0,,,11
1588615034,13.6,12.7,24.6,25.7,,3.44,29.7,0,3.51,0,,,0,,3.16,46.3,128.4,7.29,88.4,,,11
1588615216,13,10.7,25.9,28.6,,3.36,29.6,0,3.41,0,,,0,,2.6,49.8,172.8,8.33,99.8,,,11
1588615582,11.9,9.6,28.1,30.8,,3.26,29.6,0,3.32,0,,,0,,2.65,51,178.6,8.74,103.3,,,11
1588615763,11.4,9.2,28.5,31.3,,3.12,29.6,0,3.17,0,,,0,,2.57,51.2,179.3,8.73,104.8,,,11
1588615945,11,8.9,28.7,31.5,,3.16,29.5,0,3.21,0,,,0,,2.62,51.3,179.7,8.86,104.9,,,11
1588616125,10.7,8.7,28.9,31.6,,3.07,29.5,0,3.1,0,,,0,,2.5,51.6,179.1,8.74,105.1,,,11
1588616306,10.4,8.4,28.9,31.6,,3.05,29.5,0,3.13,0,,,0,,2.52,51.7,167.6,8.68,104.8,,,11
1588616487,10.1,8.2,28.9,31.7,,3.12,29.5,0,3.21,0,,,0,,2.59,51.7,179.2,8.84,97.3,,,11
1588616668,10,8,28.9,31.6,,3.1,29.5,0,3.18,0,,,0,,2.56,51.6,179.4,8.87,103.5,,,11
1588616848,9.8,7.9,28.8,31.5,,2.96,29.5,0,3.02,0,,,0,,2.4,51.8,178.5,8.7,103.3,,,11
1588617029,9.6,7.7,28.7,31.3,,2.92,29.5,0,3,0,,,0,,2.37,51.6,178.2,8.66,103.7,,,11
1588617209,9.5,7.6,28.6,31.2,,2.92,29.5,0,3,0,,,0,,2.37,51.5,177.7,8.63,103.2,,,11
1588617391,9.4,7.5,28.6,31.2,,2.92,29.5,0,3,0,,,0,,2.39,51.4,177.5,8.65,103.1,,,11
