time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1589817757,12.2,10.1,26.4,28.2,,2.65,57.5,153.4,9.27,88.1,,,0,,3.42,25.5,0,3.42,0,,,11
1589817757,12.2,10.1,26.4,28.2,,2.65,57.5,153.4,9.27,88.1,,,0,,3.42,25.5,0,3.42,0,,,11
1589817937,11.2,9.4,26.7,28.5,,2.65,54.8,163.1,9.15,93.3,,,0,,3.37,25.5,0,3.36,0,,,11
1589817937,11.2,9.4,26.7,28.5,,2.65,54.8,163.1,9.15,93.3,,,0,,3.37,25.5,0,3.36,0,,,11
1589818117,10.2,8.7,27,28.4,,2.8,51.6,124.4,7.87,71.5,,,0,,3.23,25.4,0,3.23,0,,,11
1589818117,10.2,8.7,27,28.4,,2.8,51.6,124.4,7.87,71.5,,,0,,3.23,25.4,0,3.23,0,,,11
1589818297,10,9.9,26.7,27.1,,3.32,49.5,0,5.64,0,,,0,,3.15,25.4,0,3.15,0,,,11
1589818297,10,9.9,26.7,27.1,,3.32,49.5,0,5.64,0,,,0,,3.15,25.4,0,3.15,0,,,11
1589818477,10,10,26.6,26.8,,4.07,46.8,0,4.95,0,,,0,,3.32,25.4,0,3.32,0,,,11
1589818478,10,10,26.6,26.8,,4.07,46.8,0,4.95,0,,,0,,3.32,25.4,0,3.32,0,,,11
1589818657,10.1,10,26.6,26.8,,4.29,45.2,0,4.59,0,,,0,,3.35,25.5,0,3.35,0,,,11
1589818658,10.1,10,26.6,26.8,,4.29,45.2,0,4.59,0,,,0,,3.35,25.5,0,3.35,0,,,11
1589818838,10.1,10,26.6,26.8,,4.23,43.8,0,4.3,0,,,0,,3.22,25.6,0,3.22,0,,,11
1589818838,10.1,10,26.6,26.8,,4.23,43.8,0,4.3,0,,,0,,3.22,25.6,0,3.22,0,,,11
1589819018,10.2,10.1,26.6,26.8,,4.24,42.8,0,4.28,0,,,0,,3.26,25.7,0,3.25,0,,,11
1589819018,10.2,10.1,26.6,26.8,,4.24,42.8,0,4.28,0,,,0,,3.26,25.7,0,3.25,0,,,11
1589819198,10.2,10.1,26.6,26.8,,4.24,42,0,4.25,0,,,0,,3.3,25.9,0,3.28,0,,,11
1589819198,10.2,10.1,26.6,26.8,,4.24,42,0,4.25,0,,,0,,3.3,25.9,0,3.28,0,,,11
1589819378,10.2,10.1,26.5,26.7,,4.32,41.1,0,4.33,0,,,0,,3.4,26,0,3.38,0,,,11
1589819378,10.2,10.1,26.5,26.7,,4.32,41.1,0,4.33,0,,,0,,3.4,26,0,3.38,0,,,11
1589819558,10.2,10.2,26.5,26.7,,4.2,40.2,0,4.22,0,,,0,,3.35,26.2,0,3.35,0,,,11
1589819559,10.2,10.2,26.5,26.7,,4.2,40.2,0,4.22,0,,,0,,3.35,26.2,0,3.35,0,,,11
1589819739,10.2,10.2,26.4,26.7,,4.35,39.7,0,4.37,0,,,0,,3.52,26.3,0,3.52,0,,,11
1589819740,10.2,10.2,26.4,26.7,,4.35,39.7,0,4.37,0,,,0,,3.52,26.3,0,3.52,0,,,11
1589819920,10.3,10.3,26.3,26.7,,4.27,39.1,0,4.28,0,,,0,,3.46,26.4,0,3.44,0,,,11
1589819920,10.3,10.3,26.3,26.7,,4.27,39.1,0,4.28,0,,,0,,3.46,26.4,0,3.44,0,,,11
1589820110,10.3,10.3,26.2,26.7,,4.34,38.7,0,4.35,0,,,0,,3.56,26.5,0,3.56,0,,,11
1589820110,10.3,10.3,26.2,26.7,,4.34,38.7,0,4.35,0,,,0,,3.56,26.5,0,3.56,0,,,11
1589820282,10.4,10.3,26,26.7,,4.34,38.1,0,4.34,0,,,0,,3.57,26.6,0,3.58,0,,,11
1589820283,10.4,10.3,26,26.7,,4.34,38.1,0,4.34,0,,,0,,3.57,26.6,0,3.58,0,,,11
1589820463,10.4,10.4,25.8,26.7,,4.29,37.6,0,4.32,0,,,0,,3.56,26.7,0,3.56,0,,,11
1589820463,10.4,10.4,25.8,26.7,,4.29,37.6,0,4.32,0,,,0,,3.56,26.7,0,3.56,0,,,11
1589820700,10.5,10.4,25.4,26.7,,4.17,37.1,0,4.19,0,,,0,,3.46,26.8,0,3.46,0,,,11
1589820700,10.5,10.4,25.4,26.7,,4.17,37.1,0,4.19,0,,,0,,3.46,26.8,0,3.46,0,,,11
1589820881,10.5,10.5,25,26.7,,4.34,36.6,0,4.34,0,,,0,,3.63,26.8,0,3.64,0,,,11
1589820881,10.5,10.5,25,26.7,,4.34,36.6,0,4.34,0,,,0,,3.63,26.8,0,3.64,0,,,11
1589821064,10.5,10.5,24.8,26.7,,4.33,36.3,0,4.34,0,,,0,,3.63,26.9,0,3.62,0,,,11
1589821064,10.5,10.5,24.8,26.7,,4.33,36.3,0,4.34,0,,,0,,3.63,26.9,0,3.62,0,,,11
1589821241,10.6,10.5,24.5,26.7,,4.25,35.8,0,4.29,0,,,0,,3.59,26.9,0,3.59,0,,,11
1589821241,10.6,10.5,24.5,26.7,,4.25,35.8,0,4.29,0,,,0,,3.59,26.9,0,3.59,0,,,11
1589821428,10.7,10.6,24.3,26.7,,4.19,35.4,0,4.22,0,,,0,,3.54,27,0,3.52,0,,,11
1589821428,10.7,10.6,24.3,26.7,,4.19,35.4,0,4.22,0,,,0,,3.54,27,0,3.52,0,,,11
1589821608,10.7,10.6,24.1,26.7,,4.34,35.1,0,4.35,0,,,0,,3.68,27,0,3.69,0,,,11
1589821608,10.7,10.6,24.1,26.7,,4.34,35.1,0,4.35,0,,,0,,3.68,27,0,3.69,0,,,11
1589821784,10.7,10.6,24,26.7,,4.34,34.8,0,4.35,0,,,0,,3.69,27,0,3.71,0,,,11
1589821784,10.7,10.6,24,26.7,,4.34,34.8,0,4.35,0,,,0,,3.69,27,0,3.71,0,,,11
1589821964,10.8,10.7,23.8,26.7,,4.2,34.5,0,4.23,0,,,0,,3.57,27,0,3.57,0,,,11
1589821965,10.8,10.7,23.8,26.7,,4.2,34.5,0,4.23,0,,,0,,3.57,27,0,3.57,0,,,11
1589822145,10.9,10.7,23.7,26.7,,4.19,34.3,0,4.22,0,,,0,,3.57,27,0,3.58,0,,,11
