time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588780811,10.9,9,25.1,26.3,,2.66,57,99.7,7.63,50.2,,,0,,3.35,25.4,0,3.35,0,,,11
1588780811,10.9,9,25.1,26.3,,2.66,57,99.7,7.63,50.2,,,0,,3.35,25.4,0,3.35,0,,,11
1588780993,11.3,8.9,25,26.3,,2.31,57.2,99.9,7.69,50.1,,,0,,3.37,25.3,0,3.38,0,,,11
1588780994,11.3,8.9,25,26.3,,2.31,57.2,99.9,7.69,50.1,,,0,,3.37,25.3,0,3.38,0,,,11
1588781178,11.6,11.2,25.5,26.2,,3.11,58.5,0,5.52,0,,,0,,3.26,25.4,0,3.26,0,,,11
1588781178,11.6,11.2,25.5,26.2,,3.11,58.5,0,5.52,0,,,0,,3.26,25.4,0,3.26,0,,,11
1588781358,11.7,11.4,25.7,26,,3.74,54.4,0,4.95,0,,,0,,3.27,25.4,0,3.27,0,,,11
1588781358,11.7,11.4,25.7,26,,3.74,54.4,0,4.95,0,,,0,,3.27,25.4,0,3.27,0,,,11
1588781545,11.7,11.4,25.7,26,,4.23,50.8,0,4.69,0,,,0,,3.44,25.5,0,3.46,0,,,11
1588781546,11.7,11.4,25.7,26,,4.23,50.8,0,4.69,0,,,0,,3.44,25.5,0,3.46,0,,,11
1588781722,11.7,11.4,25.7,25.9,,4.23,48.5,0,4.37,0,,,0,,3.36,25.6,0,3.35,0,,,11
1588781722,11.7,11.4,25.7,25.9,,4.23,48.5,0,4.37,0,,,0,,3.36,25.6,0,3.35,0,,,11
1588781904,11.7,11.4,25.7,25.9,,4.29,47.1,0,4.35,0,,,0,,3.4,25.8,0,3.4,0,,,11
1588781904,11.7,11.4,25.7,25.9,,4.29,47.1,0,4.35,0,,,0,,3.4,25.8,0,3.4,0,,,11
1588782090,11.7,11.5,25.6,25.9,,4.35,45.6,0,4.39,0,,,0,,3.51,26,0,3.52,0,,,11
